1,kernel,0,8434100,26595700
1,kernel,0,5850300,23605200
1,kernel,0,8903700,27777500
1,kernel,0,6761300,24865000
1,kernel,0,4895200,24447300
2,kernel,0,18722600,94595500
2,kernel,0,20721000,131535500
2,kernel,0,31862100,134306900
2,kernel,0,19344800,113380300
2,kernel,0,20550400,109067600
3,kernel,0,37321600,227228900
3,kernel,0,47156000,270279800
3,kernel,0,46169300,270164800
3,kernel,0,38191700,276304700
3,kernel,0,46912400,290286400
4,kernel,0,79589700,484225300
4,kernel,0,85233500,487672100
4,kernel,0,87066700,474622800
4,kernel,0,83161800,477885900
4,kernel,0,78941600,433764000
5,kernel,0,127480400,698221900
5,kernel,0,119038600,718078400
5,kernel,0,108428100,719491800
5,kernel,0,119080800,737292600
5,kernel,0,142341600,714112900
6,kernel,0,165838300,1316562800
6,kernel,0,177530900,1258947700
6,kernel,0,163128800,1234689700
6,kernel,0,167471900,1157084600
6,kernel,0,209938400,1225285300
7,kernel,0,249077200,1636058000
7,kernel,0,262961400,1657210800
7,kernel,0,270886600,1669190000
7,kernel,0,267307700,1610966200
7,kernel,0,290492200,1607016400
8,kernel,0,360654400,2235394800
8,kernel,0,349284300,2234444200
8,kernel,0,322128100,2189406300
8,kernel,0,349457800,2241115900
8,kernel,0,319788000,2186388400
9,kernel,0,421239700,3034245500
9,kernel,0,400301800,2973040000
9,kernel,0,460860700,2975937300
9,kernel,0,444473100,3188054700
9,kernel,0,449983600,3133641100
10,kernel,0,575999000,3768886900
10,kernel,0,452363000,3496705800
10,kernel,0,456917500,3582496100
10,kernel,0,484172400,3678003300
10,kernel,0,540755200,3782848900
1,kernel,1,375500,1857600
1,kernel,1,276300,1777800
1,kernel,1,270400,1739700
1,kernel,1,302700,1823000
1,kernel,1,364700,1915500
2,kernel,1,1021800,6961900
2,kernel,1,742400,5682900
2,kernel,1,568900,3625700
2,kernel,1,816900,6591300
2,kernel,1,845900,4909500
3,kernel,1,1153500,8292300
3,kernel,1,997700,8860900
3,kernel,1,1104000,9314100
3,kernel,1,1653500,15505900
3,kernel,1,1146700,10098200
4,kernel,1,2102800,21963600
4,kernel,1,1459500,15269100
4,kernel,1,1778800,14601600
4,kernel,1,1833900,19927300
4,kernel,1,1553100,14928000
5,kernel,1,3185300,41190100
5,kernel,1,2637400,34304200
5,kernel,1,2243000,24103800
5,kernel,1,2911600,29274100
5,kernel,1,2112100,28941200
6,kernel,1,2800100,43010700
6,kernel,1,2795000,54045900
6,kernel,1,2521800,47138100
6,kernel,1,4517500,37284000
