6,chuffed,-,48000000,6634000000
6,chuffed,-,45000000,6502000000
1,cp-sat,-,0,84764300
1,cp-sat,-,0,88915000
1,cp-sat,-,0,86178400
1,cp-sat,-,0,86257200
1,cp-sat,-,0,86242300
2,cp-sat,-,0,141203000
2,cp-sat,-,0,147548000
2,cp-sat,-,0,143344000
2,cp-sat,-,0,144071000
2,cp-sat,-,0,146156000
3,cp-sat,-,0,302757000
3,cp-sat,-,0,291835000
3,cp-sat,-,0,294092000
3,cp-sat,-,0,294584000
3,cp-sat,-,0,293281000
4,cp-sat,-,0,373614000
4,cp-sat,-,0,373937000
4,cp-sat,-,0,375700000
4,cp-sat,-,0,376151000
4,cp-sat,-,0,382834000
5,cp-sat,-,0,5847170000
5,cp-sat,-,0,5831290000
5,cp-sat,-,0,5843010000
5,cp-sat,-,0,5847170000
5,cp-sat,-,0,5964380000
